id,cluster,label,value
4a5c34460ef933de4f2151b1f3c178cbd32d4719,6,1,20
4a6aae8342c619d86fdb436b6fcf005f8e6842d0,8,0,10
4a7503ac81d647bcf5e27e817f8808c896dbd2b8,10,0,30
4a7a558ef90289a7533c723d57d25e913d547d86,8,0,10
4a83e2a2ae132da5f2b7d03cf75cdf830b6c965c,11,0,3
4aa0f2c3c62942f559150d40f2896108ddab7256,10,0,30
4aa51a7f804faaaa0657bed66d1ce3b624459b81,11,0,3
4aa6da880123fae125602008ca5ebfd5f85b6f70,7,1,1
4aa6e520bf63a603b4df3d2bdeda9fd9f9997b73,9,1,6
4aa9cc6c99c326fe06875a2fea0478ccd47a391a,9,1,6
4aadd21a16ad977405a880e16c4a49582bd4c76e,9,1,6
4ab6a46b6707aae4e6bc3b4d574d9c186ccca550,8,0,10
4ab7029d3b5d1f4537b63a8d1f71fd3337ab075e,6,1,20
4ac293ea044f9c6255323c3852fa2f3166f56660,9,1,6
4aca4cce61ff5ad73d1b21ee64b86875c9ba6939,9,1,6
4acacbbee5af635c95bce2599c4a6c2070dcb98a,6,1,20
4acb49723ff2158d4f65b020117f67f1986dfccf,8,0,10
4ad225f4344253c79d0fe0aab7846ecca91b63db,6,1,20
4ad7b9c184a0d7efc65d645227853df19b073718,9,1,6
4adfb43cd62fb1dcbd12c5d02645b8dc86195add,9,1,6
4ae639f8debddfca9f884618e961b6cb44c8ba16,8,0,10
4af4620dbed7c409b4654116e77dbe25dc0a649f,9,1,6
4af73ba15a775facd0758b943949db4af6428dc6,9,1,6
4afa12f91730f37eac8aafb3775477ba5844382a,6,1,20
4afb9627bcdd1b1b4fe1d2de10e4173c72af1469,9,1,6
4b0cc093aa4c5f6a9fb4e995aa3f7b0580173804,10,0,30
4b1172a3ac009ec227eb9264da28d09f4226b451,9,1,6
4b13f86226a0475a36e01308e8514e82bb289e7b,8,0,10
4b19832f511b71cbeedda2f6487e4e817056607b,9,1,6
4b1a446a8afc85a9e64197e7776e72386542ffd6,10,0,30
4b24f544e7e53bc52c9d150aa5e3ab2b87f20cfe,9,1,6
4b2743dda4d739da432f0b0777c230b6fe25f8e9,6,1,20
4b2d6599813f901ce3dcb214acb4d932d67a3344,6,1,20
4b2e581da0bfd473e8966a9aba499db685b984a5,11,0,3
4b40715ece6d0fbba7908660a2091d7b5ff19688,9,1,6
4b4251b87eeb08094fca33df56ee53f550b3a674,9,1,6
4b4fbcb038a8305d80270564a74d904903a1131f,10,0,30
4b503e79852c3b67eff34241b56d7336103dab42,10,0,30
4b5bf253e3628d8d20a44e33ffa47128d75be81c,6,1,20
4b5c6bf884fcb210003956779e6d018a3e0cd41b,9,1,6
4b651d53337882d3934bffaeac634068778b3d2b,6,1,20
4b662c68b4aa9dcf30d849151469aa44f3b72bda,9,1,6
4b6cc1dc5b0079ae8bdb9ad74fd322dce3a991db,9,1,6
4b723c5ac29be1197ace7e2d9222af84b5fbdb93,10,0,30
4b729659ce9e4f450b97b84943c0fb906499aed6,9,1,6
4b7d3ffbb5a20d1a486b6f6355f645b11867c9ff,7,1,1
4b7f2285017500d3c672459de6efab1104b9aff0,8,0,10
4b80a5d876d7731362fad2d89ec03fa91501fa34,9,1,6
4b820cb22005092f1c19596d8b5f37b778e22d92,9,1,6
4b91117acd49eeab2fb75f2fca29b7145a17f7b2,9,1,6
4b95260aea4057cae6ad66fe5b59b08513142ee1,10,0,30
4ba000fc805ac45f954fff1ed403e46e744ba18d,6,1,20
4ba0a21fdc3006fd5d0fc86615e5fd69ac488060,9,1,6
4ba3f3ee12ec1db26cf03ed71a35d16ede630daa,10,0,30
4ba445d2e106f982922a91e7eae30b587e1b2f05,8,0,10
4bafee63d5378f22f0176c7df63fa50129b6183e,6,1,20
4bb2cf8ac348a4dc3c4cbef3564e9eb3a43e6de8,6,1,20
4bb62724c7854e32084765e315fd2f10dfbdeb6f,10,0,30
4bbb3ac607b731943b2019b45c108aec2a7387e7,11,0,3
4bc7030cc344dc701dc17e762a9fc36839c1d23d,8,0,10
4bc9a8980977f36ef3a2822a7234f6f07c582a80,8,0,10
4bca7042314efb25773428ee42fdd23cb1ad7fb9,9,1,6
4bd0aa9c9c405bcb8cf258a3e4c51dde9b4b20ef,9,1,6
4bd0cfdcc83012482dbe461797d486e025698781,10,0,30
4bdc7d455115de6f86299408a15dac61b8bf2a3a,6,1,20
4be073048398da1e1e94606965e4fc1481febbb0,6,1,20
4be18837e2b66220a423f1cdd398dc3d1533e9ab,6,1,20
4be4507990792f391781e3232861f992ce681983,8,0,10
4be4ffec096d5126a3530d02a314c2a77ef8397d,10,0,30
4be6edcb7c491d7dd8b370468b3e36f164981e9d,10,0,30
4be97b7f26e1fbc22297d268b2af104b2cc7b088,8,0,10
4bed2404ca4597778cae2706ebe6aa516471cd3a,8,0,10
4bed958e8c1917dc23b791ad8ea850fb5d776919,9,1,6
4bf9954d66f5b720c24e1658abf7c5e702283264,7,1,1
4c012b66fa2ddf12823cf1ca1b2d32310ef2269c,6,1,20
4c01ec0d411d0146325be82a04a16b689618c05c,8,0,10
4c06a841c8190ac5433755fe0f6cae63732eacc8,6,1,20
4c0853cd9514d955cf94f7787e73840687f4e3e0,9,1,6
4c1ed06374b41f2f3def80919126515835e60682,10,0,30
4c22c9691b1577dba8c06c5dbdb9d706f05f5368,9,1,6
4c2c460c2f4ec560d0e6f510da4b87f52b115c13,11,0,3
4c35fa4764707bed8267fce5799f3fa51037c22f,11,0,3
4c3b4bc59d5271fb1b6c7e878ca41587f4b3d93c,8,0,10
4c3c47cc380bee3ff575491e58cfa055175776ac,6,1,20
4c3f1b650d9d2a8bae43ce8d2bb21e49aa2e2996,8,0,10
4c3fbd99c2a4cbf106b8aa71364a12f8b18fd182,6,1,20
4c57ad1b226d76b60bbf6abd22a7510843022149,6,1,20
4c654fb86a439780eebef8a3333c0d91cf6b52b0,8,0,10
4c683f7d418226eaac567c23fa24bd2b72840974,8,0,10
4c692947e073bf998c6fe7408319f2f6b49fcd05,10,0,30
4c69933ebe4898e6ddc8cdef22f9910352d7dd86,9,1,6
4c72e57a23c60bce8ff8f7a7356af162d8424e88,8,0,10
4c7558e84dd858c77cee94094259e25f31524241,6,1,20
4c7c51448779af4a24f93882f95254ab2394b5bf,10,0,30
4c833a44f6c43f5185e6038e30dbf500bb6d5121,9,1,6
4c88834d1b4a6e6af23d53544a7dc5f5c75c2582,6,1,20
4c92a7f1b1f80670a2b3253cdf5fca90985a3634,7,1,1
4c9ca897aece0e5b79860bbaa9277fdbc35cf895,9,1,6
4ca0c98853dd42c3dc034476a126983959c04327,9,1,6
4ca1595db7f37145887d0ac8e85303d365829fdf,10,0,30
4cb0f8bc78b8d9080d75a900bdf9106ab151f010,6,1,20
4cb5e266378c41c8aea39c6b4ce57235c93df154,8,0,10
4cc1a94459a1c417955c532384c9bfabeae86205,10,0,30
4cc1dac1525365a6ce9ba4b2575a076d9442de8b,10,0,30
4cc2afdbc724d1f8219762e7ecc330f6c32e11d4,8,0,10
4ccee90b8970587f735843bd82f179affaaaa2f6,10,0,30
4cd2f974159580203aae05f065f4fbec9a3e1f4f,8,0,10
4cd7958245609d5f00b60bc712268f68954c4031,8,0,10
4cdda8aba43bde4871f4cf6357e68e5682a469ec,9,1,6
4ceb20813e2864c76faacfe4b64603fc5b25f096,6,1,20
4cee45960ac3970ac2df46f3641852e921d86f2f,10,0,30
4cf286661cd304b1a351f08803699fa1f079928a,8,0,10
4cfee66127996c6d810d15bc5cb5f553d560fb11,9,1,6
4d0449108c592dc6347cc3c7a4408047d4e6843f,9,1,6
4d16495e40cb3664ba47d5df9e99f15af9fe9a41,9,1,6
4d17f7ca9feed5032cdbf6bc110b63be2959cb4f,10,0,30
4d3409c7edf8b95a4511e00f253e0e68b01121e9,10,0,30
4d37fe858b776418d8306fce71c7a6aea8f7e141,8,0,10
4d3da24fce8c13aeef34515c241dab20000ddada,11,0,3
4d45a486a3c379f3616384b02ac397943df02aa8,8,0,10
4d47f763443fcefc71cc05d183bd5ef4fdcd19f3,8,0,10
4d4d3deb0a5d3a4376e9bd80d5e5784bba5c7b7c,10,0,30
4d53ada43304581e911a3b3eb578144e4214e7ab,6,1,20
4d612a4db7918820dbe1c42a1eaf967e1325a2ad,6,1,20
4d6524b229376ad89b72b891004d8a89b347dd9e,8,0,10
4d6c08123ad43869fb119b030ad93d440fbec26b,8,0,10
4d7433796c40acfc5247c4c5e3a61e5c1df6b416,11,0,3
4d758821f29a6a8561b352654d8a90937999204c,6,1,20
4d89aef08207f5f0c3c212654e0eb62f5f96fb32,9,1,6
4d938beeeb78159094f29b48d868854d817bb166,8,0,10
4d9bc77355a51e21e721cbbbad5cceff3adac209,8,0,10
4da06fd5357d328a9b3e1869796bb327bb636647,8,0,10
4da36e49ec29bf773a3482f66b04d034062849c5,10,0,30
4da6f33917a09d073cd0cfeba646c504852f23d3,8,0,10
4daa1f720803e40e681370b3225f8a4360c667c7,6,1,20
4daab4aeeb0672de050f1f40192b5859e8f8032f,9,1,6
4db566a97cbbd8c8d1117fb4b89ed72d58610a66,6,1,20
4db5c743b1fe3fc5ebab242fdffb3be86f6582ce,8,0,10
4dbc2a03b89d4a0a7121c50ebe0cc8b06f836785,9,1,6
4dc3be1b6a6831a47a13c6ed0bd7c65358e7b59d,8,0,10
4dc909be62ff661a5eaa71fa938054336c46f774,6,1,20
4dce4510750f06b15b48cfdff4f57d69195e88a2,10,0,30
4dcea6a63afd7871396dbd2e60d91e1b37d2ad48,10,0,30
4dda7bb0cd7717bae2b3323b647b1290f7fa6656,10,0,30
4ddbead17a471623b7b6fa9f3ec2a8c33299df8b,6,1,20
4ddf191c625a533c21499c59dc84b5848dd2366f,9,1,6
4e0052bd79159a57d9b380e3cc3a7258e697812e,10,0,30
4e1971004f634a02e9ffe769c9746c5ad37ba4a9,8,0,10
4e2eedd863f5a332beb76e71853733acb6c734c5,8,0,10
4e33a71a28d0db931fe5b697e0ef296a1d149864,9,1,6
4e33d0f46f261afa0e19872ea098db8514a1cb39,8,0,10
4e34feae591494141ef3752a73017652ad89aed1,10,0,30
4e37522ff73a2e753d269537b0f075db645d68e6,10,0,30
4e3fee88ab369272c537c283d8971ae5a989c383,9,1,6
4e4d159dd0fe0388b759592b839bf12590f68a44,7,1,1
4e53066a1ea4f1ddace9d03045a081fe89d806aa,9,1,6
4e5a7185d88766c4b3066911576946feb7368b9a,9,1,6
4e69613a43950a84fde678588379809815b57917,8,0,10
4e7f0617ecf5c792b7991384e26377613042c8f1,9,1,6
4e848f64cfaceac1b77ec31de31362a87a6be17a,8,0,10
4e8e21b33982dee5bf98ee3b1c6fcdbd0c986173,8,0,10
4e91750d6d056fa945cbd3d7ecbc11c6d1754175,10,0,30
4e97418742802988c79d4e8541934425b25158e1,9,1,6
4e9b60b292708d17cb8cd9a46aedb481cdce19dc,6,1,20
4e9da1d5814482667ddb19d8cedaafe15f0d0fbc,10,0,30
4e9eb277c18913af5d0c12ac1826c829bbaeb13d,8,0,10
4eb338bb19b83858bd3e4527b8593ed8e6b66be4,6,1,20
4ebb8b8dc500231173b50e1fd59e32e590336107,9,1,6
4ec69575d17ce8ede2679b95e1c470bc6cd4aa81,8,0,10
4ecd593ffb2fd3d8099b6d1fae6cf03255735964,10,0,30
4ed0815cca94b5263e8e53768cfb699d9123bcba,8,0,10
4ee0b501f40fac773847c13ae9285b358ed079a7,6,1,20
4eeb87a6cb31c37778dca1bc86ee4e276af1adfd,8,0,10
4eeddb834de15a5757f106210413068c0fbf1c4b,9,1,6
4eeeb023bfb99bbba1929c60ed4e4c407897b129,6,1,20
4eef536df26af58fffa62bfab7e4b1b63dfc8db2,10,0,30
4ef44356a81858b8f7065a1dfdeda9c7be97de0f,6,1,20
4f003b1c2f2b8ba3ebbe030ee652cbfe9cfc9050,8,0,10
4f080376562cc5d73e8a27fe70e66dda4c9ac489,10,0,30
4f10ae13cc4ef8c655136f6f83323aabf6fd33d0,9,1,6
4f16af28da0e306d5cc69bd7d154911b3c49af87,8,0,10
4f23d27bcb901b1111ce51011e5f2f6ee88c3c99,10,0,30
4f2c1d884faca92acfaf1ebde7a4a862bc6affc4,6,1,20
4f2c256eed2034bdf09b0f2164536d9d05ae8afa,10,0,30
4f2d7ed7abfb75d82567a734a1cfc531e6f7fc37,10,0,30
4f4b531ef9633f12ee5aa4dd5e538b38b9303a4c,6,1,20
4f4d23202cf40ef016bc42c8b455e4936928d545,9,1,6
4f51b0c50f10cb9e567ffb84120490545c5032c7,6,1,20
4f69e30d348223438c8993e8deb5aae0b50ab7eb,10,0,30
4f8dd759c031358f42bc16b4a5bc2c53de7b27fc,8,0,10
4f930005c9d70cec3bcab38de30783edb42639a4,8,0,10
4f9d14d77f19d31003ef9eacaa630cdefd245ffd,7,1,1
4fa2442ffbc6513bc53811ceb5832e40a45bfd94,11,0,3
4fa28ee6fceb361244f71c75c7b7b5615669405d,10,0,30
4fac17ac122b2c32f8d787357b04c468fbb28062,9,1,6
4fb583f9df6c9aa91dcb227cb486e3838aa881c5,9,1,6
4fb5b32fcd5c4366ad30178c797cbc78a6bde7e9,8,0,10
4fc100391992c3e67f4a7494ea0c49aa8d8f8998,7,1,1
4fc2d371161a1c3c6bbe3fa59ab2484e73c2f129,8,0,10
4fc8f243ef852ae9d19f20411fb2e35443f7e426,6,1,20
4fcc36895ed5e370dc92e57d0385098ed0a0442e,10,0,30
4fdfb14ead72aa87fe5159797197bcc31f787fde,8,0,10
4fe0208be28eef5caa946e270c7f421eb8a72c11,9,1,6
4fef3bec6d3758a19dd933d6faba61acd0a54f1f,6,1,20
4ff0d762c4bf1208e0e7e2d962d2e95232ee8240,9,1,6
4ffab3dc6aa90e7173886162b2ea591c2fdc6331,6,1,20
50012ac8e9ed79a09f6112b52774aee47e26af38,8,0,10
5008c68dd0e77f22ac4348b02da85c2f55c5d4e8,6,1,20
5012775e443f2131f184496ad7b65be60317dac8,6,1,20
5012ffbe3690d141ddede231fe3779b3c559992c,9,1,6
501f83a09e3c3b13f138fd1fff35fa6c04530d27,8,0,10
5023a46bd4755f091c5acad8c1fe6470ee6b6953,7,1,1
503613db88c6c5afaef6b9ee8542aa0b13fb452a,8,0,10
50380c7915cebee38c147e0dcfc6b50ed9c5f4f9,10,0,30
50415ba82558b87a587dd2711b3298bb69c183b6,6,1,20
50423b7f085e9009a528d89ab0d7084e6d43de54,9,1,6
504460de6d9373d154eb1f860f81b26d41658daa,6,1,20
50474f5832ff3218844f21523c0a28bdd8b893db,9,1,6
504cda29b3d9c21fb77949ece51479aa57d4cf70,8,0,10
50574b0d1a3e71f87df96b882eec97a4be15b22f,6,1,20
5059e1efc302803653bbff19559b4a62803bba2b,8,0,10
5064a926427ea150359f1f7162fbab54347b56e5,10,0,30
50688c8a211a8a6f700fde051a6d34fd6ae721ff,6,1,20
5073906fc884cce2477929112c3ae993b42ba0bd,6,1,20
507bb00b281c7100972e7cdb830a051581fd50d2,6,1,20
507df21904d618e3f628542366bce83b488d8475,9,1,6
50841a10b0d089f92ff888a8079fbb113bef1365,10,0,30
508c95e7d3766a9b06ddff5eb7d9a76fbe10bedb,10,0,30
509d9f132dcfd40f6a2c19e13eeca4bca2a37530,6,1,20
50acbf01b2ffba590c2d9d1eada95222c8a6eae7,8,0,10
50b8b7639b2e9d6d7fe608ae91d24d48b58e0a2f,9,1,6
50b9545e12d5bc52a0f513f538b245bf4a669cd2,9,1,6
50beef019b33d338b04e98ecf139338f014ed89d,10,0,30
50c023419c15eada766cf0db04a2114f79ef38f6,10,0,30
50c1992899c019a350062f5e7f460516401fb7e5,6,1,20
50c5b77242a192aaa96187a56fe940e672aa0c11,8,0,10
50d2c609b5f868a2b1986fe005e25336cc2bea2b,8,0,10
50d4a99fec904929f7e4e46e785126c2cd261f50,9,1,6
50d905776b9f3d20cdb10331678ef9d984510f6f,6,1,20
50e08b154405a789c6e54ee06736f0a6a3f8a141,11,0,3
50e39eb157903025d80e2fea04bd12bebe574db8,6,1,20
50e92ba701cdd7c002ab5b3e6e196bd6859fe5cd,6,1,20
50e9baec76d5cae0231549e7ad3bc80c9551db66,8,0,10
50f499f5a23a667023c073c573bf27c9a2e8df7f,8,0,10
510aaba0459239d360c7946d4ddcb9277ce2cf46,6,1,20
510f7bdf6735561115395810ecae7e8aa339eae8,7,1,1
511a2280da6b016824b2a821c2eb828d698a9dc9,10,0,30
51222d8a6c75c0ce0ef2b3cd6ec2b3becb8d3199,6,1,20
5123796746a06b361b2a5c3bc01f915d32c37ef3,9,1,6
512babe4e76fbce4154749caf4a5137c7120698d,7,1,1
51386978b6ccdb5ea72c19c20c7001757093fec1,8,0,10
5138f1ab56d938c80bd7b1fc85ee08293eb70f55,10,0,30
5139bdd0fbb34183a93b55f13aadd45f348b8ebe,9,1,6
513b605a5503eab0201766e6e06750b22586af61,8,0,10
5148a82ecac99b507328ac725d055eb74952fa40,10,0,30
514e977b116868fe1b3e5ddcce74a160129c6aed,10,0,30
5175372a5c7941f8fb139b7f8a64e6ea23a912d7,9,1,6
517aacd04d9b4d23444f6862cdd15bdf1f237f69,6,1,20
517b7547c8cf4adb5e79b88286e458308dd07aee,8,0,10
5199329fca9e083c3b88761ae6b122f23b7cff01,11,0,3
519ce40b49cbdef66cdf7636c63255339b08df24,8,0,10
51a02e19573eb7d4082f198f9fff473a15acc5c8,8,0,10
51ab6ac9970c2fd8f49f4bc26471d351ec65b70f,6,1,20
51b8d3f75352759ee76777d26215d4a0dfbd342a,7,1,1
51ba3950734cfe646295dc909cd00902f29d0f29,9,1,6
51bb0d332a50f7ea65de18c818f0d7fbf8868568,10,0,30
51bb69e79cc7792cc06b69fe0f8d915d0f1336b6,10,0,30
51c9b7e594f3d2286789821f5d7f6a6b76bba99c,10,0,30
51d66dcc8a9199a677b7227c76642bbafe14b035,9,1,6
51fd603d5b4fbb7ab712ee26f5949aaf3c7d772f,7,1,1
52257b5654f28599dd3ecab838b427c2053f574b,8,0,10
52278546d0383a76bb4363aa0507c1347615f2f4,11,0,3
5234ba63f4abdbfac125198e99282a94bf1c4a79,6,1,20
5245692042f791e43638f717f1441adfd9ec6ee3,8,0,10
524b5a2a5101daf46abae683458332dc2c23f2dc,8,0,10
524fff5b35273a95789711aacb2e9200471ecec0,11,0,3
52513074dc07385eb0f239ca2df029dd25c37b55,6,1,20
52539b945715a183b957715f72fe2c6b45c924ff,10,0,30
525640191b71822b951f5f3cd12e1995ca211548,6,1,20
5260a39036bf006504db3e83315ba1b953846388,10,0,30
5262c1671d3fc936d7d8a10a088483de0d329d80,11,0,3
52637bace6e6efbc8ebf427e5989b35a9baea411,8,0,10
52815ee53cd5ea869b7bb3a5e2b2b69560617bca,8,0,10
528a5b1b43d3d61e85e1bf7239dab30e3772bc1b,10,0,30
528f94e0d7a348fc405a45d3bc46a249e47b0329,10,0,30
5290b305e4e621a607ba77ade6cadb22d7591c94,8,0,10
5297437edbfbd9abd2f26f7be08ea3dbfc6a7000,7,1,1
5299a943e6933cde8a123002a669e7cdc97fcc59,6,1,20
529aa64425e12d1ebc1fbf4006d0b2ac793cbc1e,9,1,6
52a01e8cd5130a2e85fbf6bbbc4909fc2b4c4e59,9,1,6
52a2e8a277028a7189d64ed24d3791bfcd2e3667,8,0,10
52a67b6232021bda4cb983db160500de98b2a033,10,0,30
52bd570e8eef0eb3ef212fec2ed68dbab3b889f3,8,0,10
52c00f371726a671792229177fa1d1201ed76541,10,0,30
52dd26a2a6138cf7728936a00088bf1b291d44a7,11,0,3
52de0eca873954c026ad4c2b120604a921ebf8a3,8,0,10
52e2fd15fb25fda8cb183a5303d587bb93c22110,6,1,20
52f11fcbd93371ac14600d0ad02a491a8ba96e59,9,1,6
52f285788771dfdce640b11d949c5d8b8640612e,6,1,20
52fd39e486b8d4cbb04f5648ac71894946d2f3b3,9,1,6
52fd63a061339441f25d7b2583e1650f597502d4,6,1,20
52ffdcabeea4d14347942aa64237b1eb2d9d7f0b,8,0,10
53021c1cf5b876c7367505037c7adb0758750822,6,1,20
53031f666dd7b79b8f84ed955d967ff4a0e84039,8,0,10
53054c3c653731a30a32c22ac720607600c2e017,10,0,30
531726a00e2d951798ad4933b7d012f477407d93,8,0,10
531e73b708cbe71a32f9e5146172ae0d217fc47f,6,1,20
5320522bf18dadb535accb974eb40ebd22de687a,8,0,10
532716ee6d001ac8e643c33553010686a8932bac,10,0,30
5328f20bf7fa2d7ef7493dafed557daaa805cbbc,6,1,20
5334d2f279f29ed999917b9b80f54f3bec66bc30,8,0,10
53381c80f07800605062c1b8fca41476cc508672,11,0,3
533a8429c464eac27b231ffdd9de2194e1d26a07,6,1,20
53456da37d3031367e6d0595b9884ccaac71f8b2,6,1,20
53458c0128c41e0c2a1d38dc52d8ceed8ba17b88,8,0,10
5345a034aab5c4061e5aad9cd92663851c39f66b,8,0,10
534c0eaa2129b8bcab8b80164ea35d600fc0e1ce,10,0,30
53611b51e8fbc73780a07d28ab0aec4b3bfbcb8e,8,0,10
53641666667d08a46aef048cc6fadf4024c46c59,10,0,30
536c56e9e41228411886ef48db4d67adababbb7e,11,0,3
536e1fdb13fffd6c3b5e73b76a8c216d6c67b76a,11,0,3
536f7f9572bbe23c13073e7c770ea870ffc6a0a9,6,1,20
53718b508fea72c012a7dc1c6a184f7090d3eae7,9,1,6
537535f4cbe1a8e18953724c7c4bf34c021fe752,9,1,6
537788e9b67e4faecd4a488fd81d0e6ae978c835,10,0,30
5378406751ceba6f198d585cd457a0a77c1fc6c1,9,1,6
5385b7bf1239c7efbf274140d3727874e8581565,6,1,20
539290b7efa1911f125496277b664f2f76c8d163,10,0,30
539aa160a0e6bab52e23d64dd0e4d206883093f0,6,1,20
539c391f60feda7ba2ea49c380e28afeeff9fa0d,10,0,30
539e1fd05ee7038f6ba360f6eb5c9101b6e320c2,6,1,20
53a2ce7f938b823becd0b101d9ae63ea2e4feee2,10,0,30
53a35ec5391499e43553466e421945e6fb5d5228,11,0,3
53a75a2a53c823fc5c0bd18c81e9b93069719eef,8,0,10
53ae6a1e817c8416774cc924b868f25f73a695a9,6,1,20
53b5ffdf7f6c7036148ca0d2028c5cded99569fb,9,1,6
53c029e6d38541b69735baa5f296c9543db8706d,8,0,10
53c8f7ba58560f87e5f954e6560cfd0c8013dc78,9,1,6
53d0d2c6669ba06e143f84c1fb5d3a0fee0d8035,9,1,6
53d6357f9f0226aff5cf5b15266cd31b9d368164,6,1,20
53dac52fc8f23f5fe440f96997de7ba70ca72aaf,8,0,10
53e16113dfeed75af96c1691af9905087d466ff0,6,1,20
53e3e4687c9cccf7725b45ad4e50079c32a2181f,6,1,20
53efa460d94f78759f63cbb987652b2d8adf8bef,10,0,30
53f54513c9b3ea4cd1df4fb967b38ddd77a04cab,7,1,1
53ff6339c2f52b7168b6d29a8d03537a432232a4,8,0,10
54078fc5f9303f3ea2642f32d8f152397a4459a0,6,1,20
54094888409a977ebdf4928de50d302a648b8a9c,7,1,1
540a395a63fb0df0b6501428f6acb0bfbafa5553,6,1,20
54121a728e0edc58d492860b978b2d6bcbc49e97,8,0,10
5412777fd775a89eb2bed0c382d0f16db991edd1,10,0,30
54135a83262cae99031bcf62ee6720e0a46dab2e,6,1,20
54143f3be5b8fbaadbb3f2930619d9e785ba8497,6,1,20
541ff9f177662ae94ba6bd2317eab3fcfff96ca5,8,0,10
5437d6edcc3ae6f7af63657be616183baa56db3c,8,0,10
5448988f974e546c57327143732fb97231b4f109,10,0,30
5450c1be2fb0b45688c5e8bac64fb84690251409,6,1,20
54564e6d8330cf5b35f182198869ad081b3de5be,6,1,20
545b3483cc75952d690b7c31e9e30e2f43cc46c8,8,0,10
545bb2c6f792fb54ce85638384169e41d690d70a,10,0,30
5465ec11ad28ad8c2fefc917ce64e0624fce65e0,9,1,6
546806c47dbf1d8808c9f7dc3f5b18920c718f58,10,0,30
546b644ac8fd1bf1a0704483ad9b50c3f1e791aa,9,1,6
5474356120435478f92e4fea06f5011db7b3f868,10,0,30
547db8dd36185f1128d4302f95059006c62ffa3c,10,0,30
548853ceccb4bade8a3165648a65aa321ed302ee,6,1,20
5498055343aa2824a746d2204f8297158587e1ae,10,0,30
54a0bbcd4f759bccae2d1cbbac77e8c4474d7f5f,10,0,30
54a73602396864bb7c0db1e63fd92174ef287d9c,10,0,30
54aa3c8bd43b32cc5a19eec2ce117b3dd346333d,8,0,10
54aeef69c393940d50df55e04b80e252696871f7,10,0,30
54b64a920f9aec6672b97d8511741f6d8f0a9d20,6,1,20
54c196057d9ed03b6618745a9b6da60996dd1714,7,1,1
54c570973945e2c21e41c819f5a0209db0b2b15c,10,0,30
54d140119d5cbb7428177576b5aabfd41d192fc2,8,0,10
54d220a40e86c3c7b4b785b779a511e24f1310d9,9,1,6
54d42e56f883c11c480fe3ddb9f3ff876d7f6a11,8,0,10
54e4155ab2bc08c93d905ca77c6e05108f078033,6,1,20
54e8926f37e5e7ebd5592deac354b184f006c687,9,1,6
54f34fb4cf69c3ed17f92ee16c0e689240dd6937,6,1,20
54f8af791b96884865c34857c2178e23aff7a60c,6,1,20
55009eea98d93e7e1a77ef17df5caf1e984f2ebb,6,1,20
55138a8a737372f75db74e527613fb7655016303,8,0,10
55200fa008ff0e4cc27ef72df906c0e858bda604,6,1,20
55214c23b0b197c76c364e74922b133501d3a9b0,6,1,20
5523c2f74f5cb3d9ec4d7d160c3ad7a577eb8b41,8,0,10
5527ef2f494fc5316a77e9a99c6225992f68ce1f,6,1,20
5529c3c321b374ed832728d9b2fe95c64f49aacf,10,0,30
55359f1534e501a275dfaaeacf627e2ac8b010a5,9,1,6
5542a8101d31dbdd63cd342d00547a0dc51d575c,6,1,20
5543ddbc935cebd5654060626a0952d502e87dd7,8,0,10
554572d435a508a09430c8b0dbec59a07f2bfa28,6,1,20
554d75d2ee9caca2bd66922a61f4e86b0b9b5cec,6,1,20
554e1eeca81d411b242267bcf19dc74f2b539db7,6,1,20
5555647c7e8c387328c9743bd2b2a35fd712d32d,6,1,20
55563f92d7581a566ba05f1961f2ab2ebf43da55,11,0,3
556a46c03e4608c42ae1c47472b135b2df796428,10,0,30
556f73647bd73f39b6e52319c8a81631e580827a,11,0,3
5577978d5f80bab6435819e59344017dbdde3e80,9,1,6
55832526f97b5924ef0e83044bc69cbaed61bddc,6,1,20
558551e856e82e36995b41e4b99af010ecf2cca4,9,1,6
558d07c5d973509632ec7ae9793aeef3936869fa,11,0,3
5598707c143d1acf24553fff4d0a5df7de9fc187,10,0,30
559c8465851e18b4276ca8cadfe5ba26d6317dd0,9,1,6
55a31cd7bb7ec0f1e84c679c8bfae12e4f0932cc,7,1,1
55a8916252b4daf69d1942931d754c8cb878c89d,8,0,10
55c23ff82b19682f593767fd1ee1901c57f57df3,10,0,30
55c50a165b191c5a79929d6e489a2102d7dc58c3,8,0,10
55c774389f672c6c7501da192932373c9b74abac,7,1,1
55c825f92cbdc23f6e70f9659710124b82c6a01e,11,0,3
55cc57cd1dcd816baef40427f0e291f024887526,10,0,30
55d0421ec47898d83cc940806b06dedab192450a,9,1,6
55e298df0b1b41c9a8dbeb468a7a4743620bd1be,6,1,20
55e33ad895aa2f5005245eb1f0dcf55ad06d7127,10,0,30
55e791e3ec2083d5631804ebf99a402cc6573bf6,9,1,6
55ef11d72860fe9b549b26d7b519a8a97545ac9f,11,0,3
55f337bab0f577e2f19b13af08b4f8835adc50d0,10,0,30
55fb8bb718bec7934c5a509999d45b4713f28b20,6,1,20
55fc366d4e716f43a57b679156e7da3d8e6c4756,9,1,6
55fd001cbf95099708fc87444e654a74626da89d,6,1,20
55ffb7de1738136b4a20bc5de35a0f9f1914fb89,8,0,10
56087916d628c7d50bb965567cbf9028d8386894,10,0,30
